@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE side STRING

@DATA
0,60,5,films:+1 isnt:+1 productions:+1 performances:+1 </endperson60>,</endperson29>
0,72,3,performance:+1 </endperson72>,</endperson35>
0,76,5,discversion:+1 </endperson76>,</endperson38>
0,142,4, </endperson142>,</endperson67>
0,21,4,tfeel:+1 humour:+1 scenes:+1 moments:-1 </endperson21>,</endperson9>
0,146,4,films:+1 performance:+1 reviews:+1 comedy:+1 performance:-1 isnt:-1 </endperson146>,</endperson71>
0,149,3,performance:+1 moments:-1 </endperson149>,</endperson72>
0,78,3,character:+1 reviews:+1 acting:+1 character:-1 </endperson78>,5;0:78;4;0.5417115438121594 310;0:78;4;0.5164861204584621 143;0:78;4;0.6085389102156566 9;0:78;4;0.5753917783635518 318;0:78;4;0.6762062218289954 151;0:78;4;0.4439388115908728 123;0:78;4;0.5334942855791612 6;0:78;4;0.42198618361365914 2;0:78;4;0.43266292237518345 4;0:78;4;0.5298376688048704 504;0:78;4;0.5416571416510313 84;0:78;4;0.38175458305106336 115;0:78;4;0.4731091396272178 308;0:78;4;0.686968264937344 122;0:78;4;0.44931202585296015 319;0:78;4;0.5250938568162821 136;0:78;4;0.41992064242442306 190;0:78;4;0.5336266496627345 </endperson40>
0,2,5,actress:+1 isnt:-1 </endperson2>,7;0:2;4;0.4330933748888832 310;0:2;4;0.5164861204584621 67;0:2;4;0.4156473398889875 113;0:2;5;0.5195861733665638 191;0:2;4;0.564708054175356 151;0:2;4;0.4439388115908728 1;0:2;4;0.4690364178249665 4;0:2;4;0.5298376688048704 465;0:2;4;0.2701528047761773 97;0:2;4;0.5336888504840812 180;0:2;4;0.42821053964595734 101;0:2;4;0.6211125935633999 426;0:2;4;0.4176042189414453 84;0:2;4;0.38175458305106336 308;0:2;4;0.686968264937344 433;0:2;4;0.5169269412096301 63;0:2;4;0.634413943105805 288;0:2;4;0.37852240607808163 94;0:2;4;0.4948934059635519 464;0:2;4;0.5094541237928822 </endperson2>
0,103,3,performances:+1 </endperson103>,</endperson52>
0,2,5,actress:+1 isnt:-1 </endperson2>,7;0:2;4;0.4330933748888832 310;0:2;4;0.5164861204584621 67;0:2;4;0.4156473398889875 113;0:2;5;0.5195861733665638 191;0:2;4;0.564708054175356 151;0:2;4;0.4439388115908728 1;0:2;4;0.4690364178249665 4;0:2;4;0.5298376688048704 465;0:2;4;0.2701528047761773 97;0:2;4;0.5336888504840812 180;0:2;4;0.42821053964595734 101;0:2;4;0.6211125935633999 426;0:2;4;0.4176042189414453 84;0:2;4;0.38175458305106336 308;0:2;4;0.686968264937344 433;0:2;4;0.5169269412096301 63;0:2;4;0.634413943105805 288;0:2;4;0.37852240607808163 94;0:2;4;0.4948934059635519 464;0:2;4;0.5094541237928822 </endperson2>
0,132,3,isnt:+1 storyline:+1 isnt:-1 </endperson132>,7;0:132;4;0.4330933748888832 9;0:132;4;0.5753917783635518 151;0:132;4;0.4439388115908728 409;0:132;4;0.4394119325947421 123;0:132;4;0.5334942855791612 144;0:132;4;0.3250186237927897 6;0:132;4;0.42198618361365914 2;0:132;4;0.43266292237518345 4;0:132;4;0.5298376688048704 84;0:132;4;0.38175458305106336 395;0:132;4;0.55229414802277 306;0:132;4;0.34828145077204375 308;0:132;4;0.686968264937344 500;0:132;4;0.49450010176487713 11;0:132;4;0.5638126810643433 136;0:132;4;0.41992064242442306 276;0:132;4;0.24783951741935795 </endperson63>
0,60,5,films:+1 isnt:+1 productions:+1 performances:+1 </endperson60>,</endperson29>
0,106,4,isnt:+1 </endperson106>,</endperson53>
0,144,5,performance:+1 character:-1 </endperson144>,</endperson69>
0,111,4,actress:-1 </endperson111>,</endperson54>
0,7,4,isnt:+1 scenes:+1 isnt:-1 </endperson7>,5;0:7;4;0.5417115438121594 235;0:7;4;0.4299378468720174 7;0:7;4;0.4330933748888832 67;0:7;4;0.4156473398889875 129;0:7;4;0.3443609912089973 189;0:7;4;0.12819652753663302 151;0:7;4;0.4439388115908728 185;0:7;4;0.3702500779437179 4;0:7;4;0.5298376688048704 180;0:7;4;0.42821053964595734 99;0:7;4;0.5862808302261446 101;0:7;4;0.6211125935633999 426;0:7;4;0.4176042189414453 395;0:7;4;0.55229414802277 115;0:7;4;0.4731091396272178 308;0:7;4;0.686968264937344 141;0:7;4;0.6490343028920019 73;0:7;4;0.47083977566821145 179;0:7;4;0.23393302799551796 </endperson4>
0,7,4,isnt:+1 scenes:+1 isnt:-1 </endperson7>,5;0:7;4;0.5417115438121594 235;0:7;4;0.4299378468720174 7;0:7;4;0.4330933748888832 67;0:7;4;0.4156473398889875 129;0:7;4;0.3443609912089973 189;0:7;4;0.12819652753663302 151;0:7;4;0.4439388115908728 185;0:7;4;0.3702500779437179 4;0:7;4;0.5298376688048704 180;0:7;4;0.42821053964595734 99;0:7;4;0.5862808302261446 101;0:7;4;0.6211125935633999 426;0:7;4;0.4176042189414453 395;0:7;4;0.55229414802277 115;0:7;4;0.4731091396272178 308;0:7;4;0.686968264937344 141;0:7;4;0.6490343028920019 73;0:7;4;0.47083977566821145 179;0:7;4;0.23393302799551796 </endperson4>
0,122,2,specialeffects:+1 isnt:-1 </endperson122>,</endperson60>
0,145,4, </endperson145>,</endperson70>
0,9,4,isnt:+1 horrorfilms:+1 character:-1 isnt:-1 </endperson9>,289;0:9;4;0.4833573091310652 7;0:9;4;0.4330933748888832 67;0:9;4;0.4156473398889875 88;0:9;4;0.6314750767429066 189;0:9;4;0.12819652753663302 151;0:9;4;0.4439388115908728 123;0:9;4;0.5334942855791612 1;0:9;4;0.4690364178249665 4;0:9;4;0.5298376688048704 180;0:9;5;0.42821053964595734 99;0:9;5;0.5862808302261446 426;0:9;4;0.4176042189414453 504;0:9;4;0.5416571416510313 395;0:9;4;0.55229414802277 308;0:9;4;0.686968264937344 181;0:9;4;0.4507210030126414 63;0:9;4;0.634413943105805 94;0:9;4;0.4948934059635519 </endperson5>
0,128,4,seventies:+1 performance:+1 isnt:+1 </endperson128>,432;0:128;4;0.2673280114081359 129;0:128;4;0.3443609912089973 60;0:128;4;0.23488594888559822 9;0:128;4;0.5753917783635518 151;0:128;4;0.4439388115908728 409;0:128;4;0.4394119325947421 6;0:128;4;0.42198618361365914 293;0:128;4;0.5833801403588602 2;0:128;4;0.43266292237518345 4;0:128;4;0.5298376688048704 84;0:128;4;0.38175458305106336 395;0:128;4;0.55229414802277 308;0:128;4;0.686968264937344 500;0:128;4;0.49450010176487713 136;0:128;4;0.41992064242442306 278;0:128;4;0.3506361346603881 190;0:128;4;0.5336266496627345 </endperson61>
0,132,3,isnt:+1 storyline:+1 isnt:-1 </endperson132>,7;0:132;4;0.4330933748888832 9;0:132;4;0.5753917783635518 151;0:132;4;0.4439388115908728 409;0:132;4;0.4394119325947421 123;0:132;4;0.5334942855791612 144;0:132;4;0.3250186237927897 6;0:132;4;0.42198618361365914 2;0:132;4;0.43266292237518345 4;0:132;4;0.5298376688048704 84;0:132;4;0.38175458305106336 395;0:132;4;0.55229414802277 306;0:132;4;0.34828145077204375 308;0:132;4;0.686968264937344 500;0:132;4;0.49450010176487713 11;0:132;4;0.5638126810643433 136;0:132;4;0.41992064242442306 276;0:132;4;0.24783951741935795 </endperson63>
0,174,5,actors:+1 actor:-1 character:-1 </endperson174>,</endperson79>
0,25,2,arent:+1 isnt:-1 tlook:-1 </endperson25>,</endperson11>
0,128,4,seventies:+1 performance:+1 isnt:+1 </endperson128>,432;0:128;4;0.2673280114081359 129;0:128;4;0.3443609912089973 60;0:128;4;0.23488594888559822 9;0:128;4;0.5753917783635518 151;0:128;4;0.4439388115908728 409;0:128;4;0.4394119325947421 6;0:128;4;0.42198618361365914 293;0:128;4;0.5833801403588602 2;0:128;4;0.43266292237518345 4;0:128;4;0.5298376688048704 84;0:128;4;0.38175458305106336 395;0:128;4;0.55229414802277 308;0:128;4;0.686968264937344 500;0:128;4;0.49450010176487713 136;0:128;4;0.41992064242442306 278;0:128;4;0.3506361346603881 190;0:128;4;0.5336266496627345 </endperson61>
0,62,4,scenes:+1 performances:+1 isnt:-1 </endperson62>,</endperson30>
0,111,4,actress:-1 </endperson111>,</endperson54>
0,133,3,screenplay:+1 character:-1 reviews:-1 isnt:-1 </endperson133>,</endperson64>
0,120,4,isnt:+1 isnt:-1 </endperson120>,</endperson58>
0,75,3,performance:+1 isnt:+1 character:-1 </endperson75>,432;0:75;4;0.2673280114081359 143;0:75;4;0.6085389102156566 9;0:75;4;0.5753917783635518 318;0:75;4;0.6762062218289954 151;0:75;4;0.4439388115908728 409;0:75;4;0.4394119325947421 123;0:75;4;0.5334942855791612 2;0:75;4;0.43266292237518345 4;0:75;4;0.5298376688048704 465;0:75;4;0.2701528047761773 504;0:75;4;0.5416571416510313 115;0:75;4;0.4731091396272178 228;0:75;4;0.5525535486653712 308;0:75;4;0.686968264937344 122;0:75;4;0.44931202585296015 319;0:75;4;0.5250938568162821 </endperson37>
0,119,3,plot:+1 isnt:+1 isnt:-1 </endperson119>,</endperson57>
0,36,5,isnt:+1 character:-1 isnt:-1 </endperson36>,</endperson18>
0,55,3,scenes:+1 acting:+1 romance:-1 character:-1 isnt:-1 </endperson55>,</endperson27>
0,151,5,films:-1 </endperson151>,</endperson73>
0,156,5,character:+1 </endperson156>,</endperson74>
0,94,3,performance:+1 movie:+1 isnt:+1 </endperson94>,143;0:94;4;0.6085389102156566 9;0:94;4;0.5753917783635518 318;0:94;4;0.6762062218289954 151;0:94;4;0.4439388115908728 409;0:94;4;0.4394119325947421 123;0:94;4;0.5334942855791612 6;0:94;4;0.42198618361365914 2;0:94;4;0.43266292237518345 504;0:94;4;0.5416571416510313 395;0:94;4;0.55229414802277 115;0:94;4;0.4731091396272178 306;0:94;4;0.34828145077204375 308;0:94;4;0.686968264937344 122;0:94;4;0.44931202585296015 319;0:94;4;0.5250938568162821 136;0:94;4;0.41992064242442306 </endperson47>
0,36,5,isnt:+1 character:-1 isnt:-1 </endperson36>,</endperson18>
0,55,3,scenes:+1 acting:+1 romance:-1 character:-1 isnt:-1 </endperson55>,</endperson27>
0,25,2,arent:+1 isnt:-1 tlook:-1 </endperson25>,</endperson11>
0,144,5,performance:+1 character:-1 </endperson144>,</endperson69>
0,163,3,films:+1 character:+1 performance:+1 </endperson163>,</endperson76>
0,25,2,arent:+1 isnt:-1 tlook:-1 </endperson25>,</endperson11>
0,106,4,isnt:+1 </endperson106>,</endperson53>
0,119,3,plot:+1 isnt:+1 isnt:-1 </endperson119>,</endperson57>
0,106,4,isnt:+1 </endperson106>,</endperson53>
0,17,4,performance:+1 character:-1 </endperson17>,5;0:17;4;0.5417115438121594 67;0:17;4;0.4156473398889875 113;0:17;4;0.5195861733665638 189;0:17;4;0.12819652753663302 318;0:17;4;0.6762062218289954 151;0:17;4;0.4439388115908728 409;0:17;4;0.4394119325947421 6;0:17;4;0.42198618361365914 4;0:17;4;0.5298376688048704 101;0:17;4;0.6211125935633999 84;0:17;4;0.38175458305106336 395;0:17;4;0.55229414802277 306;0:17;4;0.34828145077204375 308;0:17;5;0.686968264937344 181;0:17;4;0.4507210030126414 399;0:17;4;0.308421028924201 94;0:17;4;0.4948934059635519 </endperson8>
0,122,2,specialeffects:+1 isnt:-1 </endperson122>,</endperson60>
0,137,4,soundtrack:+1 performance:+1 specialeffects:+1 extras:+1 films:-1 humour:-1 </endperson137>,</endperson65>
0,0,3,character:+1 character:-1 </endperson0>,5;0:0;4;0.5417115438121594 7;0:0;5;0.4330933748888832 67;0:0;4;0.4156473398889875 143;0:0;4;0.6085389102156566 129;0:0;4;0.3443609912089973 189;0:0;4;0.12819652753663302 9;0:0;4;0.5753917783635518 191;0:0;4;0.564708054175356 69;0:0;4;0.41537049217157995 8;0:0;4;0.45080655346291243 1;0:0;4;0.4690364178249665 185;0:0;5;0.3702500779437179 4;0:0;4;0.5298376688048704 180;0:0;5;0.42821053964595734 101;0:0;4;0.6211125935633999 504;0:0;4;0.5416571416510313 308;0:0;4;0.686968264937344 122;0:0;4;0.44931202585296015 433;0:0;4;0.5169269412096301 464;0:0;5;0.5094541237928822 407;0:0;5;0.5565126993007872 </endperson0>
0,55,3,scenes:+1 acting:+1 romance:-1 character:-1 isnt:-1 </endperson55>,</endperson27>
0,63,3,performance:+1 scenes:+1 character:-1 </endperson63>,</endperson31>
0,119,3,plot:+1 isnt:+1 isnt:-1 </endperson119>,</endperson57>
0,27,4,character:+1 humour:+1 actors:-1 character:-1 </endperson27>,</endperson13>
0,1,3,films:+1 performance:+1 isnt:+1 character:-1 tfeel:-1 </endperson1>,</endperson1>
1,239,3,movie:+1 specialeffects:+1 </endperson250>,</endperson109>
1,89,5,casting:+1 </endperson190>,</endperson89>
1,186,4, </endperson188>,</endperson87>
1,100,5,sequences:+1 performances:+1 </endperson191>,</endperson90>
1,187,5,scenes:+1 hero:+1 scenes:-1 </endperson189>,</endperson88>
1,228,5, </endperson239>,</endperson107>
1,181,4,character:+1 scenes:+1 fans:+1 </endperson182>,</endperson83>
1,211,4,actress:+1 screen:+1 </endperson220>,</endperson101>
1,184,3,specialeffects:+1 budget:-1 </endperson186>,</endperson86>
1,191,5,humour:+1 </endperson198>,</endperson95>
1,178,5,character:+1 </endperson178>,</endperson80>
1,232,4, </endperson243>,</endperson108>
1,213,5,cast:+1 </endperson222>,</endperson102>
1,198,3,films:+1 acting:+1 </endperson205>,</endperson98>
1,99,4,character:+1 </endperson181>,</endperson82>
1,89,5,casting:+1 </endperson190>,</endperson89>
1,194,3, </endperson201>,</endperson96>
1,198,3,films:+1 acting:+1 </endperson205>,</endperson98>
1,216,5,cast:-1 </endperson225>,</endperson104>
1,100,5,sequences:+1 performances:+1 </endperson191>,</endperson90>
1,79,5,adventure:-1 </endperson194>,</endperson92>
2,132,4,horror:+1 viewers:-1 movie:-1 cockroach:-1 </endperson331>,</endperson158>
2,301,4,movie:+1 movie:-1 </endperson330>,</endperson157>
2,142,1,plot:-1 </endperson325>,</endperson155>
2,323,4,character:-1 </endperson358>,</endperson169>
2,279,3,downside:+1 star:+1 movie:+1 scenes:+1 </endperson300>,432;2:279;4;0.36399193378022077 5;2:279;4;0.30268148631628344 129;2:279;4;0.522670082816816 9;2:279;4;0.3799903729673857 151;2:279;4;0.2834965580252198 409;2:279;4;0.5455971692501467 123;2:279;4;0.4264470267874769 144;2:279;4;0.1804832222316739 6;2:279;4;0.5431860110514947 0;2:279;4;0.43266292237518345 293;2:279;4;0.3443370803515762 4;2:279;4;0.5016965715760577 504;2:279;4;0.50425622189577 306;2:279;4;0.41550297188887564 308;2:279;4;0.38004927930833077 500;2:279;4;0.4273562289099755 </endperson138>
2,258,2,character:+1 movie:+1 character:-1 movie:-1 screen:-1 budget:-1 </endperson276>,</endperson122>
2,32,5,movies:-1 </endperson271>,</endperson117>
2,179,4,cast:+1 movie:-1 </endperson341>,</endperson162>
