@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE side STRING

@DATA
0,0,3,character:+1 character:-1 </endperson0>,5;0:0;4;0.5417115438121594 7;0:0;5;0.4330933748888832 67;0:0;4;0.4156473398889875 143;0:0;4;0.6085389102156566 129;0:0;4;0.3443609912089973 189;0:0;4;0.12819652753663302 9;0:0;4;0.5753917783635518 191;0:0;4;0.564708054175356 69;0:0;4;0.41537049217157995 8;0:0;4;0.45080655346291243 1;0:0;4;0.4690364178249665 185;0:0;5;0.3702500779437179 4;0:0;4;0.5298376688048704 180;0:0;5;0.42821053964595734 101;0:0;4;0.6211125935633999 504;0:0;4;0.5416571416510313 308;0:0;4;0.686968264937344 122;0:0;4;0.44931202585296015 433;0:0;4;0.5169269412096301 464;0:0;5;0.5094541237928822 407;0:0;5;0.5565126993007872 </endperson0>
0,81,2,specialeffects:+1 isnt:-1 </endperson81>,</endperson42>
0,120,4,isnt:+1 isnt:-1 </endperson120>,</endperson58>
0,73,5,films:+1 performance:+1 specialfeatures:+1 </endperson73>,310;0:73;4;0.5164861204584621 143;0:73;4;0.6085389102156566 9;0:73;4;0.5753917783635518 318;0:73;4;0.6762062218289954 151;0:73;4;0.4439388115908728 6;0:73;4;0.42198618361365914 4;0:73;4;0.5298376688048704 465;0:73;4;0.2701528047761773 469;0:73;4;0.4739448924961165 504;0:73;4;0.5416571416510313 115;0:73;5;0.4731091396272178 306;0:73;4;0.34828145077204375 308;0:73;4;0.686968264937344 122;0:73;4;0.44931202585296015 319;0:73;4;0.5250938568162821 136;0:73;4;0.41992064242442306 110;0:73;4;0.39505468031137647 276;0:73;4;0.24783951741935795 </endperson36>
0,24,4,actors:-1 isnt:-1 </endperson24>,</endperson10>
0,128,4,seventies:+1 performance:+1 isnt:+1 </endperson128>,432;0:128;4;0.2673280114081359 129;0:128;4;0.3443609912089973 60;0:128;4;0.23488594888559822 9;0:128;4;0.5753917783635518 151;0:128;4;0.4439388115908728 409;0:128;4;0.4394119325947421 6;0:128;4;0.42198618361365914 293;0:128;4;0.5833801403588602 2;0:128;4;0.43266292237518345 4;0:128;4;0.5298376688048704 84;0:128;4;0.38175458305106336 395;0:128;4;0.55229414802277 308;0:128;4;0.686968264937344 500;0:128;4;0.49450010176487713 136;0:128;4;0.41992064242442306 278;0:128;4;0.3506361346603881 190;0:128;4;0.5336266496627345 </endperson61>
0,55,3,scenes:+1 acting:+1 romance:-1 character:-1 isnt:-1 </endperson55>,</endperson27>
0,77,3,films:+1 character:+1 films:-1 arent:-1 </endperson77>,</endperson39>
0,50,4,films:+1 character:-1 </endperson50>,</endperson24>
0,163,3,films:+1 character:+1 performance:+1 </endperson163>,</endperson76>
