@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE side STRING

@DATA
0,99,5,comedy:+1 </endperson99>,</endperson49>
0,48,5,performance:+1 isnt:+1 ending:-1 actors:-1 </endperson48>,</endperson23>
0,144,5,performance:+1 character:-1 </endperson144>,</endperson69>
0,48,5,performance:+1 isnt:+1 ending:-1 actors:-1 </endperson48>,</endperson23>
0,119,3,plot:+1 isnt:+1 isnt:-1 </endperson119>,</endperson57>
0,132,3,isnt:+1 storyline:+1 isnt:-1 </endperson132>,7;0:132;4;0.4330933748888832 9;0:132;4;0.5753917783635518 151;0:132;4;0.4439388115908728 409;0:132;4;0.4394119325947421 123;0:132;4;0.5334942855791612 144;0:132;4;0.3250186237927897 6;0:132;4;0.42198618361365914 2;0:132;4;0.43266292237518345 4;0:132;4;0.5298376688048704 84;0:132;4;0.38175458305106336 395;0:132;4;0.55229414802277 306;0:132;4;0.34828145077204375 308;0:132;4;0.686968264937344 500;0:132;4;0.49450010176487713 11;0:132;4;0.5638126810643433 136;0:132;4;0.41992064242442306 276;0:132;4;0.24783951741935795 </endperson63>
0,76,5,discversion:+1 </endperson76>,</endperson38>
0,32,4, </endperson32>,</endperson15>
0,54,4,scenes:-1 </endperson54>,5;0:54;4;0.5417115438121594 7;0:54;4;0.4330933748888832 9;0:54;4;0.5753917783635518 318;0:54;4;0.6762062218289954 151;0:54;4;0.4439388115908728 123;0:54;4;0.5334942855791612 6;0:54;4;0.42198618361365914 4;0:54;4;0.5298376688048704 469;0:54;4;0.4739448924961165 115;0:54;4;0.4731091396272178 306;0:54;4;0.34828145077204375 308;0:54;4;0.686968264937344 122;0:54;4;0.44931202585296015 319;0:54;4;0.5250938568162821 136;0:54;4;0.41992064242442306 276;0:54;4;0.24783951741935795 </endperson26>
0,159,3, </endperson159>,</endperson75>
0,21,4,tfeel:+1 humour:+1 scenes:+1 moments:-1 </endperson21>,</endperson9>
0,142,4, </endperson142>,</endperson67>
0,146,4,films:+1 performance:+1 reviews:+1 comedy:+1 performance:-1 isnt:-1 </endperson146>,</endperson71>
0,79,3,isnt:+1 isnt:-1 </endperson79>,</endperson41>
0,99,5,comedy:+1 </endperson99>,</endperson49>
0,55,3,scenes:+1 acting:+1 romance:-1 character:-1 isnt:-1 </endperson55>,</endperson27>
0,0,3,character:+1 character:-1 </endperson0>,5;0:0;4;0.5417115438121594 7;0:0;5;0.4330933748888832 67;0:0;4;0.4156473398889875 143;0:0;4;0.6085389102156566 129;0:0;4;0.3443609912089973 189;0:0;4;0.12819652753663302 9;0:0;4;0.5753917783635518 191;0:0;4;0.564708054175356 69;0:0;4;0.41537049217157995 8;0:0;4;0.45080655346291243 1;0:0;4;0.4690364178249665 185;0:0;5;0.3702500779437179 4;0:0;4;0.5298376688048704 180;0:0;5;0.42821053964595734 101;0:0;4;0.6211125935633999 504;0:0;4;0.5416571416510313 308;0:0;4;0.686968264937344 122;0:0;4;0.44931202585296015 433;0:0;4;0.5169269412096301 464;0:0;5;0.5094541237928822 407;0:0;5;0.5565126993007872 </endperson0>
0,99,5,comedy:+1 </endperson99>,</endperson49>
0,132,3,isnt:+1 storyline:+1 isnt:-1 </endperson132>,7;0:132;4;0.4330933748888832 9;0:132;4;0.5753917783635518 151;0:132;4;0.4439388115908728 409;0:132;4;0.4394119325947421 123;0:132;4;0.5334942855791612 144;0:132;4;0.3250186237927897 6;0:132;4;0.42198618361365914 2;0:132;4;0.43266292237518345 4;0:132;4;0.5298376688048704 84;0:132;4;0.38175458305106336 395;0:132;4;0.55229414802277 306;0:132;4;0.34828145077204375 308;0:132;4;0.686968264937344 500;0:132;4;0.49450010176487713 11;0:132;4;0.5638126810643433 136;0:132;4;0.41992064242442306 276;0:132;4;0.24783951741935795 </endperson63>
0,54,4,scenes:-1 </endperson54>,5;0:54;4;0.5417115438121594 7;0:54;4;0.4330933748888832 9;0:54;4;0.5753917783635518 318;0:54;4;0.6762062218289954 151;0:54;4;0.4439388115908728 123;0:54;4;0.5334942855791612 6;0:54;4;0.42198618361365914 4;0:54;4;0.5298376688048704 469;0:54;4;0.4739448924961165 115;0:54;4;0.4731091396272178 306;0:54;4;0.34828145077204375 308;0:54;4;0.686968264937344 122;0:54;4;0.44931202585296015 319;0:54;4;0.5250938568162821 136;0:54;4;0.41992064242442306 276;0:54;4;0.24783951741935795 </endperson26>
0,54,4,scenes:-1 </endperson54>,5;0:54;4;0.5417115438121594 7;0:54;4;0.4330933748888832 9;0:54;4;0.5753917783635518 318;0:54;4;0.6762062218289954 151;0:54;4;0.4439388115908728 123;0:54;4;0.5334942855791612 6;0:54;4;0.42198618361365914 4;0:54;4;0.5298376688048704 469;0:54;4;0.4739448924961165 115;0:54;4;0.4731091396272178 306;0:54;4;0.34828145077204375 308;0:54;4;0.686968264937344 122;0:54;4;0.44931202585296015 319;0:54;4;0.5250938568162821 136;0:54;4;0.41992064242442306 276;0:54;4;0.24783951741935795 </endperson26>
0,137,4,soundtrack:+1 performance:+1 specialeffects:+1 extras:+1 films:-1 humour:-1 </endperson137>,</endperson65>
0,21,4,tfeel:+1 humour:+1 scenes:+1 moments:-1 </endperson21>,</endperson9>
0,6,4,films:-1 actress:-1 humour:-1 </endperson6>,5;0:6;4;0.5417115438121594 67;0:6;4;0.4156473398889875 113;0:6;4;0.5195861733665638 191;0:6;4;0.564708054175356 1;0:6;4;0.4690364178249665 6;0:6;4;0.42198618361365914 185;0:6;4;0.3702500779437179 4;0:6;4;0.5298376688048704 97;0:6;4;0.5336888504840812 99;0:6;4;0.5862808302261446 101;0:6;4;0.6211125935633999 426;0:6;4;0.4176042189414453 504;0:6;4;0.5416571416510313 84;0:6;4;0.38175458305106336 115;0:6;4;0.4731091396272178 308;0:6;4;0.686968264937344 98;0:6;4;0.33497846379991314 73;0:6;4;0.47083977566821145 179;0:6;4;0.23393302799551796 178;0:6;4;0.6320830232247093 </endperson3>
0,25,2,arent:+1 isnt:-1 tlook:-1 </endperson25>,</endperson11>
0,79,3,isnt:+1 isnt:-1 </endperson79>,</endperson41>
0,73,5,films:+1 performance:+1 specialfeatures:+1 </endperson73>,310;0:73;4;0.5164861204584621 143;0:73;4;0.6085389102156566 9;0:73;4;0.5753917783635518 318;0:73;4;0.6762062218289954 151;0:73;4;0.4439388115908728 6;0:73;4;0.42198618361365914 4;0:73;4;0.5298376688048704 465;0:73;4;0.2701528047761773 469;0:73;4;0.4739448924961165 504;0:73;4;0.5416571416510313 115;0:73;5;0.4731091396272178 306;0:73;4;0.34828145077204375 308;0:73;4;0.686968264937344 122;0:73;4;0.44931202585296015 319;0:73;4;0.5250938568162821 136;0:73;4;0.41992064242442306 110;0:73;4;0.39505468031137647 276;0:73;4;0.24783951741935795 </endperson36>
0,100,4,casting:+1 watch:-1 </endperson100>,</endperson50>
0,65,3,scenes:+1 </endperson65>,9;0:65;4;0.5753917783635518 318;0:65;4;0.6762062218289954 398;0:65;4;0.6005044950556542 151;0:65;4;0.4439388115908728 123;0:65;4;0.5334942855791612 1;0:65;4;0.4690364178249665 6;0:65;4;0.42198618361365914 4;0:65;4;0.5298376688048704 397;0:65;4;0.32169836097325 469;0:65;4;0.4739448924961165 504;0:65;4;0.5416571416510313 115;0:65;5;0.4731091396272178 308;0:65;4;0.686968264937344 279;0:65;4;0.4618575670871776 136;0:65;4;0.41992064242442306 412;0:65;5;0.4324856770201313 110;0:65;4;0.39505468031137647 </endperson33>
0,145,4, </endperson145>,</endperson70>
0,120,4,isnt:+1 isnt:-1 </endperson120>,</endperson58>
0,90,3,comics:+1 </endperson90>,432;0:90;4;0.2673280114081359 235;0:90;4;0.4299378468720174 9;0:90;4;0.5753917783635518 318;0:90;4;0.6762062218289954 151;0:90;4;0.4439388115908728 409;0:90;4;0.4394119325947421 6;0:90;4;0.42198618361365914 2;0:90;4;0.43266292237518345 89;0:90;4;0.43100846771049306 504;0:90;4;0.5416571416510313 115;0:90;4;0.4731091396272178 308;0:90;4;0.686968264937344 508;0:90;4;0.5270238645259099 319;0:90;5;0.5250938568162821 279;0:90;4;0.4618575670871776 136;0:90;4;0.41992064242442306 </endperson46>
0,46,5,wi:+1 </endperson46>,</endperson22>
0,156,5,character:+1 </endperson156>,</endperson74>
0,174,5,actors:+1 actor:-1 character:-1 </endperson174>,</endperson79>
0,40,4,character:-1 </endperson40>,7;0:40;4;0.4330933748888832 9;0:40;3;0.5753917783635518 191;0:40;4;0.564708054175356 311;0:40;4;0.14987587163844573 151;0:40;4;0.4439388115908728 4;0:40;4;0.5298376688048704 469;0:40;4;0.4739448924961165 504;0:40;4;0.5416571416510313 84;0:40;4;0.38175458305106336 308;0:40;4;0.686968264937344 399;0:40;4;0.308421028924201 396;0:40;4;0.4951099394190135 466;0:40;4;0.35056730764922306 279;0:40;4;0.4618575670871776 110;0:40;4;0.39505468031137647 276;0:40;4;0.24783951741935795 </endperson19>
0,52,4,isnt:+1 </endperson52>,</endperson25>
0,121,4,halfhour:+1 isnt:+1 films:-1 </endperson121>,</endperson59>
0,50,4,films:+1 character:-1 </endperson50>,</endperson24>
0,71,4,performance:+1 isnt:+1 character:-1 scenes:-1 </endperson71>,</endperson34>
0,103,3,performances:+1 </endperson103>,</endperson52>
1,190,5, </endperson197>,</endperson94>
1,213,5,cast:+1 </endperson222>,</endperson102>
1,228,5, </endperson239>,</endperson107>
1,181,4,character:+1 scenes:+1 fans:+1 </endperson182>,</endperson83>
1,89,5,casting:+1 </endperson190>,</endperson89>
1,211,4,actress:+1 screen:+1 </endperson220>,</endperson101>
1,179,4, </endperson179>,</endperson81>
1,198,3,films:+1 acting:+1 </endperson205>,</endperson98>
1,216,5,cast:-1 </endperson225>,</endperson104>
1,113,4, </endperson195>,</endperson93>
1,220,5, </endperson231>,</endperson106>
1,184,3,specialeffects:+1 budget:-1 </endperson186>,</endperson86>
1,194,3, </endperson201>,</endperson96>
1,228,5, </endperson239>,</endperson107>
1,187,5,scenes:+1 hero:+1 scenes:-1 </endperson189>,</endperson88>
1,79,5,adventure:-1 </endperson194>,</endperson92>
2,258,2,character:+1 movie:+1 character:-1 movie:-1 screen:-1 budget:-1 </endperson276>,</endperson122>
2,319,1,humour:+1 </endperson354>,</endperson168>
2,261,4,movie:+1 movies:-1 movie:-1 </endperson279>,</endperson125>
2,260,5,character:+1 movie:+1 movie:-1 </endperson278>,143;2:260;4;0.34976058223942563 60;2:260;4;0.512181162147523 9;2:260;4;0.3799903729673857 318;2:260;4;0.45467522298657204 151;2:260;4;0.2834965580252198 409;2:260;4;0.5455971692501467 123;2:260;4;0.4264470267874769 6;2:260;4;0.5431860110514947 0;2:260;4;0.43266292237518345 504;2:260;4;0.50425622189577 84;2:260;4;0.40491854179567577 115;2:260;4;0.41969790882638636 58;2:260;4;0.5265499372553163 319;2:260;4;0.44476967669473955 500;2:260;4;0.4273562289099755 11;2:260;4;0.40277631150811777 279;2:260;4;0.4181555695088832 136;2:260;4;0.4700254336644847 </endperson124>
2,90,5,movie:+1 characters:+1 movies:-1 character:-1 movie:-1 </endperson275>,</endperson121>
2,272,3,plotholes:+1 movies:-1 budget:-1 </endperson293>,</endperson135>
2,78,3,character:+1 movies:-1 cinemas:-1 </endperson309>,</endperson144>
2,272,3,plotholes:+1 movies:-1 budget:-1 </endperson293>,</endperson135>
2,250,4,movie:-1 budget:-1 </endperson265>,</endperson114>
2,188,1,movie:+1 audiences:+1 scenes:-1 </endperson339>,</endperson161>
2,2,4,movies:+1 scenes:-1 </endperson334>,</endperson160>
